==============================================================================
pg_resp benchmark raw output — arm V-opt — workload d64-p16-c1
==============================================================================
arm            : V-opt  (Valkey, same tuning as R-opt (the license-clean incumbent))
workload       : data-size=64 pipeline=16 clients=1 threads=1 => 1 total connections
protocol       : 3 run(s) x 60s, ratio 1:10 SET:GET, key-pattern G:G, key-maximum 1000000 (bible §10)
started (UTC)  : 2026-08-06T01:24:58.812552+00:00
server note    : (none given)
client pinning : docker --cpuset-cpus 4-7 (memtier runs containerised; see bench/harness/box/memtier_benchmark)
warm-up        : v2 fixed key-count — 200000 requested, 200000 actual (200000 per connection x 1 connections), SET-only, G:G over 1M keys, 64 B values
server CPU     : 91 samples over ~91s — min 0.7%  median 54.4%  peak 56.4%  (100% = one logical CPU fully busy)
saturated      : NO (threshold 90% peak; recorded only, not enforced for this cell)
env class      : dedicated — publishable — dedicated-vCPU Linux box per Phase 4 environment amendment
publishable    : YES

credential note: any --authenticate value below is recorded verbatim on
purpose — iron rule 7 requires a command line that actually reruns. Per the
Phase 4 standing rule the benchmark box uses a freshly generated throwaway
password and is destroyed after the sweep; never reuse it anywhere.

memtier invocation (verbatim — this line is the contract, iron rule 7):
  bench/harness/box/memtier_benchmark --host=127.0.0.1 --port=6382 --protocol=redis --ratio=1:10 --data-size=64 --key-pattern=G:G --key-maximum=1000000 --pipeline=16 --clients=1 --threads=1 --test-time=60 --run-count=3 --print-percentiles=50,99,99.9 --hide-histogram --print-all-runs

warm-up invocation (verbatim):
  bench/harness/box/memtier_benchmark --host=127.0.0.1 --port=6382 --protocol=redis --ratio=1:0 --data-size=64 --key-pattern=G:G --key-maximum=1000000 --pipeline=16 --clients=1 --threads=1 --run-count=1 --hide-histogram --requests=200000

regenerate this exact file with:
  bench/harness/sweep.py --arm V-opt --port 6382 --data-size 64 --pipeline 16 --clients 1 --threads 1 --test-time 60 --run-count 3 --warmup-keys 200000 --env-class dedicated --client-cpus 4-7 --client-pin-mechanism docker-cpuset --memtier bench/harness/box/memtier_benchmark --require-exclusive --rerun-on-spread --out-dir bench/results/grid

pre-run and post-run checks:
  - exclusivity: no other arm port answers
  - SET/GET probe OK over the measurement path (b'probe-ok' read back)
  - warm-up: v2 fixed key-count — 200000 requested, 200000 actual (200000 per connection x 1 connections), SET-only, G:G over 1M keys, 64 B values
  - NOAUTH occurrences in output: 0 (must be 0)
  - per-run ops/sec: #1 302,661, #2 298,232, #3 297,496
  - median run: #2 (298,232.43 ops/s) — median, NOT memtier's AGGREGATED AVERAGE (a mean)
  - spread (max-min)/median: 1.73% (threshold 8.0%) -> OK
  - GET hit rate: 89.62% (must be > 0)

live server configuration, read from the RUNNING server (ENV.md §21.3):
  CONFIG GET save -> *2 $4 save $0
  CONFIG GET appendonly -> *2 $10 appendonly $2 no
  CONFIG GET io-threads -> *2 $10 io-threads $1 1
  CONFIG GET maxmemory -> *2 $9 maxmemory $9 268435456
  CONFIG GET maxmemory-policy -> *2 $16 maxmemory-policy $11 allkeys-lru

server CPU samples, ~1s apart (total, then per container):
      47.2%  pg_resp_bench_V_opt=47.2%
      51.9%  pg_resp_bench_V_opt=51.9%
      52.1%  pg_resp_bench_V_opt=52.1%
      52.4%  pg_resp_bench_V_opt=52.4%
      53.0%  pg_resp_bench_V_opt=53.0%
      53.1%  pg_resp_bench_V_opt=53.1%
      53.5%  pg_resp_bench_V_opt=53.5%
      53.5%  pg_resp_bench_V_opt=53.5%
      52.4%  pg_resp_bench_V_opt=52.4%
      54.2%  pg_resp_bench_V_opt=54.2%
      53.1%  pg_resp_bench_V_opt=53.1%
      56.4%  pg_resp_bench_V_opt=56.4%
      53.4%  pg_resp_bench_V_opt=53.4%
      54.2%  pg_resp_bench_V_opt=54.2%
      54.6%  pg_resp_bench_V_opt=54.6%
      54.2%  pg_resp_bench_V_opt=54.2%
      54.3%  pg_resp_bench_V_opt=54.3%
      53.5%  pg_resp_bench_V_opt=53.5%
      53.7%  pg_resp_bench_V_opt=53.7%
      54.7%  pg_resp_bench_V_opt=54.7%
      54.8%  pg_resp_bench_V_opt=54.8%
      54.4%  pg_resp_bench_V_opt=54.4%
      54.3%  pg_resp_bench_V_opt=54.3%
      55.0%  pg_resp_bench_V_opt=55.0%
      55.3%  pg_resp_bench_V_opt=55.3%
      54.4%  pg_resp_bench_V_opt=54.4%
      54.7%  pg_resp_bench_V_opt=54.7%
      54.5%  pg_resp_bench_V_opt=54.5%
      54.9%  pg_resp_bench_V_opt=54.9%
      54.9%  pg_resp_bench_V_opt=54.9%
      24.1%  pg_resp_bench_V_opt=24.1%
      54.6%  pg_resp_bench_V_opt=54.6%
      53.2%  pg_resp_bench_V_opt=53.2%
      54.1%  pg_resp_bench_V_opt=54.1%
      53.8%  pg_resp_bench_V_opt=53.8%
      54.3%  pg_resp_bench_V_opt=54.3%
      54.4%  pg_resp_bench_V_opt=54.4%
      53.2%  pg_resp_bench_V_opt=53.2%
      54.7%  pg_resp_bench_V_opt=54.7%
      54.6%  pg_resp_bench_V_opt=54.6%
      54.6%  pg_resp_bench_V_opt=54.6%
      54.3%  pg_resp_bench_V_opt=54.3%
      54.7%  pg_resp_bench_V_opt=54.7%
      54.4%  pg_resp_bench_V_opt=54.4%
      53.5%  pg_resp_bench_V_opt=53.5%
      53.9%  pg_resp_bench_V_opt=53.9%
      54.7%  pg_resp_bench_V_opt=54.7%
      54.5%  pg_resp_bench_V_opt=54.5%
      55.1%  pg_resp_bench_V_opt=55.1%
      54.4%  pg_resp_bench_V_opt=54.4%
      53.6%  pg_resp_bench_V_opt=53.6%
      54.2%  pg_resp_bench_V_opt=54.2%
      54.0%  pg_resp_bench_V_opt=54.0%
      54.9%  pg_resp_bench_V_opt=54.9%
      53.9%  pg_resp_bench_V_opt=53.9%
      54.1%  pg_resp_bench_V_opt=54.1%
      54.8%  pg_resp_bench_V_opt=54.8%
      53.9%  pg_resp_bench_V_opt=53.9%
      54.8%  pg_resp_bench_V_opt=54.8%
      55.0%  pg_resp_bench_V_opt=55.0%
       0.7%  pg_resp_bench_V_opt=0.7%
      54.7%  pg_resp_bench_V_opt=54.7%
