==============================================================================
pg_resp benchmark raw output — arm P-opt — workload d64-p16-c1
==============================================================================
arm            : P-opt  (pg_resp with documented tuning only (max_memory sized))
workload       : data-size=64 pipeline=16 clients=1 threads=1 => 1 total connections
protocol       : 3 run(s) x 60s, ratio 1:10 SET:GET, key-pattern G:G, key-maximum 1000000 (bible §10)
started (UTC)  : 2026-08-05T23:23:14.087954+00:00
server note    : (none given)
client pinning : docker --cpuset-cpus 4-7 (memtier runs containerised; see bench/harness/box/memtier_benchmark)
warm-up        : v2 fixed key-count — 200000 requested, 200000 actual (200000 per connection x 1 connections), SET-only, G:G over 1M keys, 64 B values
server CPU     : 91 samples over ~91s — min 0.8%  median 53.1%  peak 54.5%  (100% = one logical CPU fully busy)
saturated      : NO (threshold 90% peak; recorded only, not enforced for this cell)
env class      : dedicated — publishable — dedicated-vCPU Linux box per Phase 4 environment amendment
publishable    : YES

credential note: any --authenticate value below is recorded verbatim on
purpose — iron rule 7 requires a command line that actually reruns. Per the
Phase 4 standing rule the benchmark box uses a freshly generated throwaway
password and is destroyed after the sweep; never reuse it anywhere.

memtier invocation (verbatim — this line is the contract, iron rule 7):
  bench/harness/box/memtier_benchmark --host=127.0.0.1 --port=6379 --protocol=redis --ratio=1:10 --data-size=64 --key-pattern=G:G --key-maximum=1000000 --pipeline=16 --clients=1 --threads=1 --test-time=60 --run-count=3 --print-percentiles=50,99,99.9 --hide-histogram --print-all-runs --authenticate=2007c50d0d90210f7fa4cacdd4de1753

warm-up invocation (verbatim):
  bench/harness/box/memtier_benchmark --host=127.0.0.1 --port=6379 --protocol=redis --ratio=1:0 --data-size=64 --key-pattern=G:G --key-maximum=1000000 --pipeline=16 --clients=1 --threads=1 --run-count=1 --hide-histogram --requests=200000 --authenticate=2007c50d0d90210f7fa4cacdd4de1753

regenerate this exact file with:
  bench/harness/sweep.py --arm P-opt --port 6379 --data-size 64 --pipeline 16 --clients 1 --threads 1 --test-time 60 --run-count 3 --warmup-keys 200000 --env-class dedicated --client-cpus 4-7 --client-pin-mechanism docker-cpuset --memtier bench/harness/box/memtier_benchmark --require-exclusive --rerun-on-spread --out-dir bench/results/grid --auth-from-pg --psql bench/harness/box/psql --pg-host 127.0.0.1 --pg-port 28818

pre-run and post-run checks:
  - SHOW pg_resp.password -> set (read from the live instance, not assumed)
  - exclusivity: no other arm port answers
  - SET/GET probe OK over the measurement path (b'probe-ok' read back)
  - warm-up: v2 fixed key-count — 200000 requested, 200000 actual (200000 per connection x 1 connections), SET-only, G:G over 1M keys, 64 B values
  - NOAUTH occurrences in output: 0 (must be 0)
  - per-run ops/sec: #1 305,315, #2 302,251, #3 299,058
  - median run: #2 (302,250.68 ops/s) — median, NOT memtier's AGGREGATED AVERAGE (a mean)
  - spread (max-min)/median: 2.07% (threshold 8.0%) -> OK
  - GET hit rate: 89.73% (must be > 0)

live server configuration, read from the RUNNING server (ENV.md §21.3):
  SHOW pg_resp.max_memory = 256MB
  SHOW pg_resp.eviction = clock_lru
  SHOW pg_resp.bind_address = 127.0.0.1
  SHOW shared_preload_libraries = pg_resp.so
  SHOW shared_buffers = 1GB
  SHOW synchronous_commit = on

server CPU samples, ~1s apart (total, then per container):
      45.9%  pg_resp_bench_pg=45.9%
      49.1%  pg_resp_bench_pg=49.1%
      50.0%  pg_resp_bench_pg=50.0%
      49.4%  pg_resp_bench_pg=49.4%
      50.4%  pg_resp_bench_pg=50.4%
      51.8%  pg_resp_bench_pg=51.8%
      50.0%  pg_resp_bench_pg=50.0%
      51.6%  pg_resp_bench_pg=51.6%
      51.1%  pg_resp_bench_pg=51.1%
      51.6%  pg_resp_bench_pg=51.6%
      52.5%  pg_resp_bench_pg=52.5%
      52.0%  pg_resp_bench_pg=52.0%
      52.2%  pg_resp_bench_pg=52.2%
      52.0%  pg_resp_bench_pg=52.0%
      52.2%  pg_resp_bench_pg=52.2%
      52.5%  pg_resp_bench_pg=52.5%
      52.2%  pg_resp_bench_pg=52.2%
      52.9%  pg_resp_bench_pg=52.9%
      52.5%  pg_resp_bench_pg=52.5%
      52.7%  pg_resp_bench_pg=52.7%
      53.1%  pg_resp_bench_pg=53.1%
      52.8%  pg_resp_bench_pg=52.8%
      53.0%  pg_resp_bench_pg=53.0%
      53.0%  pg_resp_bench_pg=53.0%
      53.2%  pg_resp_bench_pg=53.2%
      53.5%  pg_resp_bench_pg=53.5%
      53.4%  pg_resp_bench_pg=53.4%
      53.9%  pg_resp_bench_pg=53.9%
      52.7%  pg_resp_bench_pg=52.7%
      53.0%  pg_resp_bench_pg=53.0%
      23.9%  pg_resp_bench_pg=23.9%
      53.0%  pg_resp_bench_pg=53.0%
      53.6%  pg_resp_bench_pg=53.6%
      53.3%  pg_resp_bench_pg=53.3%
      53.4%  pg_resp_bench_pg=53.4%
      53.4%  pg_resp_bench_pg=53.4%
      53.0%  pg_resp_bench_pg=53.0%
      53.8%  pg_resp_bench_pg=53.8%
      53.3%  pg_resp_bench_pg=53.3%
      53.4%  pg_resp_bench_pg=53.4%
      54.1%  pg_resp_bench_pg=54.1%
      54.2%  pg_resp_bench_pg=54.2%
      54.5%  pg_resp_bench_pg=54.5%
      54.2%  pg_resp_bench_pg=54.2%
      53.5%  pg_resp_bench_pg=53.5%
      53.9%  pg_resp_bench_pg=53.9%
      52.9%  pg_resp_bench_pg=52.9%
      53.5%  pg_resp_bench_pg=53.5%
      53.6%  pg_resp_bench_pg=53.6%
      53.0%  pg_resp_bench_pg=53.0%
      54.1%  pg_resp_bench_pg=54.1%
      53.7%  pg_resp_bench_pg=53.7%
      54.0%  pg_resp_bench_pg=54.0%
      53.8%  pg_resp_bench_pg=53.8%
      52.9%  pg_resp_bench_pg=52.9%
      53.6%  pg_resp_bench_pg=53.6%
      53.1%  pg_resp_bench_pg=53.1%
      54.3%  pg_resp_bench_pg=54.3%
      54.1%  pg_resp_bench_pg=54.1%
      52.9%  pg_resp_bench_pg=52.9%
       0.8%  pg_resp_bench_pg=0.8%
      53.1%  pg_resp_bench_pg=53.1%
      53.3%  pg_resp_bench_pg=53.3%
      53.5%  pg_resp_bench_pg=53.5%
      52.0%  pg_resp_bench_pg=52.0%
      53.4%  pg_resp_bench_pg=53.4%
      52.9%  pg_resp_bench_pg=52.9%
      53.4%  pg_resp_bench_pg=53.4%
      53.5%  pg_resp_bench_pg=53.5%
      52.3%  pg_resp_bench_pg=52.3%
      52.8%  pg_resp_bench_pg=52.8%
      52.9%  pg_resp_bench_pg=52.9%
