==============================================================================
pg_resp benchmark raw output — arm V-opt — workload d1024-p16-c1
==============================================================================
arm            : V-opt  (Valkey, same tuning as R-opt (the license-clean incumbent))
workload       : data-size=1024 pipeline=16 clients=1 threads=1 => 1 total connections
protocol       : 3 run(s) x 60s, ratio 1:10 SET:GET, key-pattern G:G, key-maximum 1000000 (bible §10)
started (UTC)  : 2026-08-06T01:43:38.901971+00:00
server note    : (none given)
client pinning : docker --cpuset-cpus 4-7 (memtier runs containerised; see bench/harness/box/memtier_benchmark)
warm-up        : v2 fixed key-count — 200000 requested, 200000 actual (200000 per connection x 1 connections), SET-only, G:G over 1M keys, 1024 B values
server CPU     : 91 samples over ~91s — min 2.3%  median 97.1%  peak 98.9%  (100% = one logical CPU fully busy)
saturated      : YES (threshold 90% peak; recorded only, not enforced for this cell)
env class      : dedicated — publishable — dedicated-vCPU Linux box per Phase 4 environment amendment
publishable    : YES

credential note: any --authenticate value below is recorded verbatim on
purpose — iron rule 7 requires a command line that actually reruns. Per the
Phase 4 standing rule the benchmark box uses a freshly generated throwaway
password and is destroyed after the sweep; never reuse it anywhere.

memtier invocation (verbatim — this line is the contract, iron rule 7):
  bench/harness/box/memtier_benchmark --host=127.0.0.1 --port=6382 --protocol=redis --ratio=1:10 --data-size=1024 --key-pattern=G:G --key-maximum=1000000 --pipeline=16 --clients=1 --threads=1 --test-time=60 --run-count=3 --print-percentiles=50,99,99.9 --hide-histogram --print-all-runs

warm-up invocation (verbatim):
  bench/harness/box/memtier_benchmark --host=127.0.0.1 --port=6382 --protocol=redis --ratio=1:0 --data-size=1024 --key-pattern=G:G --key-maximum=1000000 --pipeline=16 --clients=1 --threads=1 --run-count=1 --hide-histogram --requests=200000

regenerate this exact file with:
  bench/harness/sweep.py --arm V-opt --port 6382 --data-size 1024 --pipeline 16 --clients 1 --threads 1 --test-time 60 --run-count 3 --warmup-keys 200000 --env-class dedicated --client-cpus 4-7 --client-pin-mechanism docker-cpuset --memtier bench/harness/box/memtier_benchmark --require-exclusive --rerun-on-spread --out-dir bench/results/grid

pre-run and post-run checks:
  - exclusivity: no other arm port answers
  - SET/GET probe OK over the measurement path (b'probe-ok' read back)
  - warm-up: v2 fixed key-count — 200000 requested, 200000 actual (200000 per connection x 1 connections), SET-only, G:G over 1M keys, 1024 B values
  - NOAUTH occurrences in output: 0 (must be 0)
  - per-run ops/sec: #1 341,801, #2 342,198, #3 342,737
  - median run: #2 (342,197.59 ops/s) — median, NOT memtier's AGGREGATED AVERAGE (a mean)
  - spread (max-min)/median: 0.27% (threshold 8.0%) -> OK
  - GET hit rate: 35.65% (must be > 0)

live server configuration, read from the RUNNING server (ENV.md §21.3):
  CONFIG GET save -> *2 $4 save $0
  CONFIG GET appendonly -> *2 $10 appendonly $2 no
  CONFIG GET io-threads -> *2 $10 io-threads $1 1
  CONFIG GET maxmemory -> *2 $9 maxmemory $9 268435456
  CONFIG GET maxmemory-policy -> *2 $16 maxmemory-policy $11 allkeys-lru

server CPU samples, ~1s apart (total, then per container):
      89.8%  pg_resp_bench_V_opt=89.8%
      97.9%  pg_resp_bench_V_opt=97.9%
      97.9%  pg_resp_bench_V_opt=97.9%
      98.3%  pg_resp_bench_V_opt=98.3%
      97.7%  pg_resp_bench_V_opt=97.7%
      97.5%  pg_resp_bench_V_opt=97.5%
      97.6%  pg_resp_bench_V_opt=97.6%
      96.0%  pg_resp_bench_V_opt=96.0%
      98.6%  pg_resp_bench_V_opt=98.6%
      97.3%  pg_resp_bench_V_opt=97.3%
      98.3%  pg_resp_bench_V_opt=98.3%
      97.9%  pg_resp_bench_V_opt=97.9%
      98.0%  pg_resp_bench_V_opt=98.0%
      97.0%  pg_resp_bench_V_opt=97.0%
      98.9%  pg_resp_bench_V_opt=98.9%
      97.8%  pg_resp_bench_V_opt=97.8%
      97.7%  pg_resp_bench_V_opt=97.7%
      96.7%  pg_resp_bench_V_opt=96.7%
      98.2%  pg_resp_bench_V_opt=98.2%
      97.3%  pg_resp_bench_V_opt=97.3%
      97.8%  pg_resp_bench_V_opt=97.8%
      96.7%  pg_resp_bench_V_opt=96.7%
      97.9%  pg_resp_bench_V_opt=97.9%
      97.8%  pg_resp_bench_V_opt=97.8%
      96.9%  pg_resp_bench_V_opt=96.9%
      96.7%  pg_resp_bench_V_opt=96.7%
      97.5%  pg_resp_bench_V_opt=97.5%
      97.0%  pg_resp_bench_V_opt=97.0%
      97.8%  pg_resp_bench_V_opt=97.8%
      97.6%  pg_resp_bench_V_opt=97.6%
      45.2%  pg_resp_bench_V_opt=45.2%
      97.1%  pg_resp_bench_V_opt=97.1%
      97.1%  pg_resp_bench_V_opt=97.1%
      97.4%  pg_resp_bench_V_opt=97.4%
      98.4%  pg_resp_bench_V_opt=98.4%
      96.8%  pg_resp_bench_V_opt=96.8%
      98.2%  pg_resp_bench_V_opt=98.2%
      95.7%  pg_resp_bench_V_opt=95.7%
      96.5%  pg_resp_bench_V_opt=96.5%
      97.0%  pg_resp_bench_V_opt=97.0%
      97.7%  pg_resp_bench_V_opt=97.7%
      97.9%  pg_resp_bench_V_opt=97.9%
      97.0%  pg_resp_bench_V_opt=97.0%
      98.6%  pg_resp_bench_V_opt=98.6%
      98.5%  pg_resp_bench_V_opt=98.5%
      97.3%  pg_resp_bench_V_opt=97.3%
      98.0%  pg_resp_bench_V_opt=98.0%
      97.2%  pg_resp_bench_V_opt=97.2%
      98.7%  pg_resp_bench_V_opt=98.7%
      97.1%  pg_resp_bench_V_opt=97.1%
      97.9%  pg_resp_bench_V_opt=97.9%
      96.7%  pg_resp_bench_V_opt=96.7%
      96.8%  pg_resp_bench_V_opt=96.8%
      98.3%  pg_resp_bench_V_opt=98.3%
      98.4%  pg_resp_bench_V_opt=98.4%
      97.1%  pg_resp_bench_V_opt=97.1%
      98.0%  pg_resp_bench_V_opt=98.0%
      96.3%  pg_resp_bench_V_opt=96.3%
      98.3%  pg_resp_bench_V_opt=98.3%
      96.3%  pg_resp_bench_V_opt=96.3%
       2.3%  pg_resp_bench_V_opt=2.3%
      96.0%  pg_resp_bench_V_opt=96.0%
      96.9%  pg_resp_bench_V_opt=96.9%
