==============================================================================
pg_resp benchmark raw output — arm R-opt — workload d64-p16-c64
==============================================================================
arm            : R-opt  (Redis, cache-tuned: save "", appendonly no, maxmemory + allkeys-lru)
workload       : data-size=64 pipeline=16 clients=16 threads=4 => 64 total connections
protocol       : 3 run(s) x 60s, ratio 1:10 SET:GET, key-pattern G:G, key-maximum 1000000 (bible §10)
started (UTC)  : 2026-08-06T02:47:21.798499+00:00
server note    : ANOMALY PROTOCOL cell, saturation enforced (ENV.md §21.3)
client pinning : docker --cpuset-cpus 4-7 (memtier runs containerised; see bench/harness/box/memtier_benchmark)
warm-up        : v2 fixed key-count — 200000 requested, 200000 actual (3125 per connection x 64 connections), SET-only, G:G over 1M keys, 64 B values
server CPU     : 91 samples over ~91s — min 3.0%  median 101.2%  peak 102.4%  (100% = one logical CPU fully busy)
saturated      : YES (threshold 90% peak; enforced)
env class      : dedicated — publishable — dedicated-vCPU Linux box per Phase 4 environment amendment
publishable    : YES

credential note: any --authenticate value below is recorded verbatim on
purpose — iron rule 7 requires a command line that actually reruns. Per the
Phase 4 standing rule the benchmark box uses a freshly generated throwaway
password and is destroyed after the sweep; never reuse it anywhere.

memtier invocation (verbatim — this line is the contract, iron rule 7):
  bench/harness/box/memtier_benchmark --host=127.0.0.1 --port=6381 --protocol=redis --ratio=1:10 --data-size=64 --key-pattern=G:G --key-maximum=1000000 --pipeline=16 --clients=16 --threads=4 --test-time=60 --run-count=3 --print-percentiles=50,99,99.9 --hide-histogram --print-all-runs

warm-up invocation (verbatim):
  bench/harness/box/memtier_benchmark --host=127.0.0.1 --port=6381 --protocol=redis --ratio=1:0 --data-size=64 --key-pattern=G:G --key-maximum=1000000 --pipeline=16 --clients=16 --threads=4 --run-count=1 --hide-histogram --requests=3125

regenerate this exact file with:
  bench/harness/sweep.py --arm R-opt --port 6381 --data-size 64 --pipeline 16 --clients 16 --threads 4 --test-time 60 --run-count 3 --warmup-keys 200000 --env-class dedicated --client-cpus 4-7 --client-pin-mechanism docker-cpuset --memtier bench/harness/box/memtier_benchmark --require-exclusive --rerun-on-spread --out-dir bench/results/grid-anomaly --require-saturation --server-note 'ANOMALY PROTOCOL cell, saturation enforced (ENV.md §21.3)'

pre-run and post-run checks:
  - exclusivity: no other arm port answers
  - SET/GET probe OK over the measurement path (b'probe-ok' read back)
  - warm-up: v2 fixed key-count — 200000 requested, 200000 actual (3125 per connection x 64 connections), SET-only, G:G over 1M keys, 64 B values
  - NOAUTH occurrences in output: 0 (must be 0)
  - per-run ops/sec: #1 1,109,369, #2 1,072,968, #3 1,095,843
  - median run: #3 (1,095,843.31 ops/s) — median, NOT memtier's AGGREGATED AVERAGE (a mean)
  - spread (max-min)/median: 3.32% (threshold 8.0%) -> OK
  - GET hit rate: 15.36% (must be > 0)

live server configuration, read from the RUNNING server (ENV.md §21.3):
  CONFIG GET save -> *2 $4 save $0
  CONFIG GET appendonly -> *2 $10 appendonly $2 no
  CONFIG GET io-threads -> *2 $10 io-threads $1 1
  CONFIG GET maxmemory -> *2 $9 maxmemory $9 268435456
  CONFIG GET maxmemory-policy -> *2 $16 maxmemory-policy $11 allkeys-lru

server CPU samples, ~1s apart (total, then per container):
      91.3%  pg_resp_bench_R_opt=91.3%
     100.6%  pg_resp_bench_R_opt=100.6%
     100.8%  pg_resp_bench_R_opt=100.8%
     101.0%  pg_resp_bench_R_opt=101.0%
     101.7%  pg_resp_bench_R_opt=101.7%
     101.3%  pg_resp_bench_R_opt=101.3%
     100.8%  pg_resp_bench_R_opt=100.8%
     101.0%  pg_resp_bench_R_opt=101.0%
     101.0%  pg_resp_bench_R_opt=101.0%
     100.8%  pg_resp_bench_R_opt=100.8%
     101.6%  pg_resp_bench_R_opt=101.6%
     101.0%  pg_resp_bench_R_opt=101.0%
     101.8%  pg_resp_bench_R_opt=101.8%
     101.1%  pg_resp_bench_R_opt=101.1%
     101.2%  pg_resp_bench_R_opt=101.2%
     102.1%  pg_resp_bench_R_opt=102.1%
     101.8%  pg_resp_bench_R_opt=101.8%
     101.1%  pg_resp_bench_R_opt=101.1%
     101.9%  pg_resp_bench_R_opt=101.9%
     101.3%  pg_resp_bench_R_opt=101.3%
     101.3%  pg_resp_bench_R_opt=101.3%
     101.3%  pg_resp_bench_R_opt=101.3%
     101.4%  pg_resp_bench_R_opt=101.4%
     100.8%  pg_resp_bench_R_opt=100.8%
     100.8%  pg_resp_bench_R_opt=100.8%
     101.6%  pg_resp_bench_R_opt=101.6%
     101.0%  pg_resp_bench_R_opt=101.0%
     101.3%  pg_resp_bench_R_opt=101.3%
     100.9%  pg_resp_bench_R_opt=100.9%
     102.4%  pg_resp_bench_R_opt=102.4%
      46.2%  pg_resp_bench_R_opt=46.2%
     102.0%  pg_resp_bench_R_opt=102.0%
     101.1%  pg_resp_bench_R_opt=101.1%
     101.0%  pg_resp_bench_R_opt=101.0%
     100.7%  pg_resp_bench_R_opt=100.7%
     101.1%  pg_resp_bench_R_opt=101.1%
     100.7%  pg_resp_bench_R_opt=100.7%
     101.5%  pg_resp_bench_R_opt=101.5%
     101.5%  pg_resp_bench_R_opt=101.5%
     101.3%  pg_resp_bench_R_opt=101.3%
     101.0%  pg_resp_bench_R_opt=101.0%
     101.2%  pg_resp_bench_R_opt=101.2%
     101.0%  pg_resp_bench_R_opt=101.0%
     101.2%  pg_resp_bench_R_opt=101.2%
     101.1%  pg_resp_bench_R_opt=101.1%
     101.7%  pg_resp_bench_R_opt=101.7%
     100.8%  pg_resp_bench_R_opt=100.8%
     100.6%  pg_resp_bench_R_opt=100.6%
     101.3%  pg_resp_bench_R_opt=101.3%
     100.2%  pg_resp_bench_R_opt=100.2%
     101.0%  pg_resp_bench_R_opt=101.0%
     101.6%  pg_resp_bench_R_opt=101.6%
     101.5%  pg_resp_bench_R_opt=101.5%
     101.1%  pg_resp_bench_R_opt=101.1%
     101.6%  pg_resp_bench_R_opt=101.6%
     100.9%  pg_resp_bench_R_opt=100.9%
     101.2%  pg_resp_bench_R_opt=101.2%
     101.0%  pg_resp_bench_R_opt=101.0%
     101.1%  pg_resp_bench_R_opt=101.1%
     101.7%  pg_resp_bench_R_opt=101.7%
       3.0%  pg_resp_bench_R_opt=3.0%
     101.2%  pg_resp_bench_R_opt=101.2%
     100.9%  pg_resp_bench_R_opt=100.9%
     101.7%  pg_resp_bench_R_opt=101.7%
     101.4%  pg_resp_bench_R_opt=101.4%
     101.5%  pg_resp_bench_R_opt=101.5%
